Date,AAPL,GOOGL,MSFT
2023-11-09,181.69139099121094,130.0906982421875,358.6480712890625
2023-11-10,185.9102783203125,132.43800354003906,367.5772399902344
2023-11-13,184.3144989013672,131.93856811523438,364.60418701171875
2023-11-14,186.9475555419922,133.46681213378906,368.1738586425781
2023-11-15,187.51605224609375,134.46566772460938,368.32330322265625
2023-11-16,189.21160888671875,136.7730255126953,374.7996520996094
2023-11-17,189.191650390625,135.15487670898438,368.5026550292969
2023-11-20,190.947021484375,136.09381103515625,376.06500244140625
2023-11-21,190.13916015625,136.81298828125,371.7109375
2023-11-22,190.80738830566406,138.33123779296875,376.4735107421875
2023-11-24,189.47091674804688,136.53330993652344,376.05499267578125
2023-11-27,189.2913818359375,136.25363159179688,377.230712890625
2023-11-28,189.8997802734375,137.04270935058594,381.3058166503906
2023-11-29,188.8724822998047,134.8352508544922,377.4698791503906
2023-11-30,189.45095825195312,132.37806701660156,377.5296325683594
2023-12-01,190.73757934570312,131.70884704589844,373.14569091796875
2023-12-04,188.9323272705078,129.12181091308594,367.79522705078125
2023-12-05,192.91184997558594,130.83984375,371.16290283203125
2023-12-06,191.81475830078125,129.87095642089844,367.45648193359375
2023-12-07,193.75962829589844,136.7730255126953,369.5986633300781
2023-12-08,195.19583129882812,134.8352508544922,372.86669921875
2023-12-11,192.67247009277344,133.13719177246094,369.9473571777344
2023-12-12,194.19847106933594,132.3680877685547,373.0161437988281
2023-12-13,197.43992614746094,132.41802978515625,373.00616455078125
2023-12-14,197.5895233154297,131.7887420654297,364.596923828125
2023-12-15,197.0509490966797,132.447998046875,369.37945556640625
2023-12-18,195.37535095214844,135.64431762695312,371.29241943359375
2023-12-19,196.422607421875,136.49334716796875,371.90020751953125
2023-12-20,194.31814575195312,138.18141174316406,369.26983642578125
2023-12-21,194.16851806640625,140.25901794433594,372.17919921875
2023-12-22,193.0913848876953,141.3278045654297,373.2154235839844
2023-12-26,192.54283142089844,141.35777282714844,373.2951354980469
2023-12-27,192.64254760742188,140.20907592773438,372.707275390625
2023-12-28,193.07142639160156,140.06924438476562,373.912841796875
2023-12-29,192.02418518066406,139.5298614501953,374.6700744628906
